# Table 1 from Silva Aguirre et al. (2018). https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.5487S/abstract submit data cleaning bugs to GalacticCEM@gmail.com
#J/MNRAS/475/5487    Stellar properties of KIC stars       (Silva Aguirre+, 2018)
#================================================================================
#Confirming chemical clocks:
#asteroseismic age dissection of the Milky Way disc(s).
#    Silva Aguirre V., Bojsen-Hansen M., Slumstrup D., Casagrande L., Kawata D.,
#    Ciuca I., Handberg R., Lund M.N., Mosumgaard J.R., Huber D., Johnson J.A.,
#    Pinsonneault M.H., Serenelli A.M., Stello D., Tayar J., Bird J.C.,
#    Cassisi S., Hon M., Martig M., Nissen P.E., Rix H.W., Schonrich R.,
#    Sahlholdt C., Trick W.H., Yu J.
#   <Mon. Not. R. Astron. Soc., 475, 5487-5500 (2018)>
#   =2018MNRAS.475.5487S    (SIMBAD/NED BibCode)
#================================================================================
#ADC_Keywords: Stars, giant ; Stars, masses ; Stars, diameters ; Stars, ages ;
#              Stars, distances
#Keywords: asteroseismology - stars: fundamental parameters -
#          stars: kinematics and dynamic - Galaxy: disc - Galaxy: evolution -
#          Galaxy: structure
#
#Abstract:
#    Investigations of the origin and evolution of the Milky Way disc have
#    long relied on chemical and kinematic identifications of its
#    components to reconstruct our Galactic past. Difficulties in
#    determining precise stellar ages have restricted most studies to small
#    samples, normally confined to the solar neighbourhood. Here, we break
#    this impasse with the help of asteroseismic inference and perform a
#    chronology of the evolution of the disc throughout the age of the
#    Galaxy. We chemically dissect the Milky Way disc population using a
#    sample of red giant stars spanning out to 2 kpc in the solar annulus
#    observed by the Kepler satellite, with the added dimension of
#    asteroseismic ages. Our results reveal a clear difference in age
#    between the low- and high-{alpha} populations, which also show
#    distinct velocity dispersions in the V and W components. We find no
#    tight correlation between age and metallicity nor [{alpha}/Fe] for the
#    high-{alpha} disc stars. Our results indicate that this component
#    formed over a period of more than 2 Gyr with a wide range of [M/H] and
#    [{alpha}/Fe] independent of time. Our findings show that the kinematic
#    properties of young {alpha}-rich stars are consistent with the rest of
#    the high-{alpha} population and different from the low-{alpha} stars
#    of similar age, rendering support to their origin being old stars that
#    went through a mass transfer or stellar merger event, making them
#    appear younger, instead of migration of truly young stars formed close
#    to the Galactic bar.
#
#Description:
#    The set of stars considered in this study are the 1989 red giants
#    comprising the first combined APOGEE and Kepler catalogues, in which
#    the Kepler spacecraft detected oscillations during its nominal
#    mission.
#
#    We determined stellar properties for the APOKASC sample combining the
#    photometric, spectroscopic, and asteroseismic observables using the
#    BAyesian STellar Algorithm (BASTA, Silva Aguirre et al. 2015, Cat.
#    J/MNRAS/452/2127, 2017, Cat. J/ApJ/835/173).
#
#File Summary:
#--------------------------------------------------------------------------------
# FileName      Lrecl  Records   Explanations
#--------------------------------------------------------------------------------
#ReadMe            80        .   This file
#table1.dat        99     1197   Stellar properties determined with BASTA for
#                                 the APOKASC sample
#--------------------------------------------------------------------------------
#
#See also:
#             V/133 : Kepler Input Catalog (Kepler Mission Team, 2009)
#  J/MNRAS/452/2127 : Fundamental parameters of Kepler stars
#                                                    (Silva Aguirre+, 2015)
# J/ApJ/835/173     : Kepler asteroseismic LEGACY sample. II.
#                                                    (Silva Aguirre+, 2017)
#
#Byte-by-byte Description of file: table1.dat
#--------------------------------------------------------------------------------
#   Bytes Format Units     Label     Explanations
#--------------------------------------------------------------------------------
#   1-  8  I8    ---       KIC       Kepler Input Catalogue Identifier
#  10- 14  F5.3  Msun      Mass      Mass
#  16- 20  F5.3  Msun    e_Mass      rms uncertainty on Mass
#  22- 27  F6.3  Rsun      Rad       Radius
#  29- 33  F5.3  Rsun    e_Rad       rms uncertainty on Rad
#  35- 39  F5.3  [cm/s2]   logg      Surface gravity
#  41- 45  F5.3  [cm/s2] e_logg      rms uncertainty on logg
#  47- 52  F6.3  Gyr       Age       Age
#  54- 58  F5.3  Gyr     e_Age       rms uncertainty on Age
#  60- 66  F7.3  Lsun      Lum       Luminosity
#  68- 73  F6.3  Lsun    e_Lum       rms uncertainty on Lum
#  75- 81  F7.2  pc        Dist      Distance
#  83- 88  F6.2  pc      e_Dist      rms uncertainty on Dist
#  90- 99  F10.8 ---       Prob      Target selection probability
#--------------------------------------------------------------------------------
#
#History:
#    From electronic version of the journal
#
#================================================================================
#(End)                                      Patricia Vannier [CDS]    08-Apr-2021
# names=['KIC', 'Mass', 'e_Mass', 'Rad', 'e_Rad', 'logg', 'e_logg', 'Age', 'e_Age', 'Lum', 'e_Lum', 'Dist', 'e_Dist', 'Prob']
# KIC Mass e_Mass Rad e_Rad logg e_logg Age e_Ae Lum e_Lum Dist e_Dist Prob
 7594865 1.170 0.187 11.383 0.820 2.400 0.019  6.297 3.526  64.311 10.679 2007.91 123.00 0.00181792
 7670419 1.112 0.097 11.348 0.385 2.374 0.014  9.923 4.009  51.340  3.493 1277.70  33.92 0.06408551
 7670489 1.128 0.122 10.491 0.398 2.449 0.014  7.220 3.223  45.883  6.096 1521.34  79.70 0.10115172
 8154383 1.275 0.050  8.139 0.154 2.721 0.007  5.420 0.826  27.202  1.854  782.52  22.21 0.24320406
 8086192 1.281 0.073  7.586 0.155 2.782 0.006  5.200 1.051  25.643  1.754 1031.07  27.40 0.20764359
 7741179 0.928 0.143 10.426 0.588 2.362 0.024 11.554 5.353  58.829  7.678 1545.95  86.09 0.08552082
 7948086 1.548 0.056 11.130 0.203 2.538 0.008  2.397 0.430  60.796  4.351 1444.56  40.65 0.31315520
 8085964 2.352 0.102  9.196 0.159 2.880 0.006  0.795 0.177  46.074  3.417  680.34  18.92 0.75115421
 7948193 1.906 0.047  7.539 0.041 2.964 0.007  1.012 0.075  36.416  0.673 1035.72  13.31 0.97921425
 7808227 1.128 0.081 10.802 0.282 2.424 0.012  6.693 2.301  58.082  4.393 1590.82  46.14 0.09952108
 7807614 1.204 0.100 11.411 0.364 2.407 0.013  7.196 3.017  53.149  4.085 1487.13  44.07 0.09028298
 5339823 1.743 0.284 11.944 0.566 2.518 0.022  1.746 0.925  72.285  7.934 1515.39  60.97 0.44008926
 5597965 1.383 0.094  9.194 0.230 2.653 0.008  3.075 0.985  40.271  4.008  937.77  34.87 0.35729802
 5685000 1.101 0.126 11.018 0.495 2.397 0.016  6.864 3.590  62.909  7.131 1372.01  58.52 0.14715768
 5855568 1.288 0.066 11.026 0.211 2.466 0.010  4.110 1.078  61.845  4.547 1815.73  51.35 0.03124528
 5427229 1.607 0.107 11.231 0.271 2.554 0.011  2.246 0.442  59.794  4.609 1941.46  57.03 0.01018504
 5770923 2.193 0.229  9.361 0.400 2.834 0.011  1.002 0.317  50.254  7.406  969.13  51.47 0.98961619
 5598789 1.795 0.062 10.436 0.211 2.664 0.010  1.501 0.225  57.294  4.410  926.09  27.27 0.56178608
 5857548 1.085 0.074 10.645 0.228 2.420 0.012  7.183 2.371  59.048  3.566 1845.88  44.34 0.00499709
 5857618 1.741 0.091  9.119 0.193 2.759 0.007  1.907 0.353  36.791  2.588 1314.23  35.95 0.39670342
 5515314 1.423 0.056  5.953 0.087 3.041 0.005  3.830 0.660  16.181  1.092  596.07  16.12 0.34674337
 5514974 1.135 0.081 10.827 0.271 2.424 0.012  7.199 2.247  55.084  3.226 1310.73  31.96 0.09318372
 5601827 1.370 0.090  7.676 0.147 2.805 0.008  3.428 1.045  28.758  2.677 1318.81  45.96 0.20399683
 5430779 1.419 0.066  6.106 0.097 3.018 0.006  3.424 0.755  18.105  1.337  976.56  27.82 0.27053335
 5602545 1.326 0.057 11.098 0.250 2.474 0.007  3.505 0.876  63.899  4.842 1496.74  42.58 0.22374155
 5859492 1.363 0.087 11.528 0.289 2.454 0.009  4.406 1.281  55.288  3.499  799.68  19.87 0.28233487
 5860093 0.979 0.066  8.126 0.205 2.607 0.009 10.382 3.178  29.582  3.673  912.68  50.70 0.17149961
 5517310 1.268 0.147 14.713 0.735 2.205 0.011  4.270 1.803  87.620 13.707 2208.52 145.74 0.00583582
 5517118 1.243 0.089 11.473 0.360 2.415 0.009  5.979 2.151  55.964  5.640 1662.47  62.22 0.00852283
 5517442 1.554 0.224 12.072 0.563 2.474 0.016  2.404 1.064  72.487  9.174 1894.66  87.44 0.03251390
 5689606 1.559 0.108 10.903 0.274 2.557 0.009  2.300 0.570  51.979  5.167 1439.85  53.33 0.33066233
 5689343 2.152 0.079  8.488 0.150 2.914 0.004  0.996 0.184  41.840  3.070 1185.22  33.51 0.96705436
 5774568 1.275 0.067  6.240 0.142 2.950 0.004  5.426 1.493  17.410  1.579  820.72  27.82 0.22558137
 4814198 2.114 0.164 11.808 0.372 2.608 0.012  1.295 0.281  68.223  6.927 1211.62  45.80 0.89275947
 4814689 1.178 0.066  6.785 0.149 2.846 0.005  6.678 1.617  20.338  1.934 1090.32  36.69 0.15209504
 4902641 1.950 0.144  8.243 0.250 2.900 0.009  1.105 0.315  36.616  4.113  854.75  35.00 0.96903473
 4902701 1.045 0.140 10.075 0.473 2.449 0.016 10.331 4.585  39.733  6.374 1206.07  82.44 0.09068997
 4633907 1.074 0.090 10.955 0.351 2.391 0.011  9.399 4.322  54.374  5.081 1011.34  35.80 0.13290294
 4634310 1.306 0.117 11.392 0.395 2.444 0.015  5.293 2.050  55.021  5.030 1679.06  57.88 0.00759108
 4991033 1.048 0.066  8.617 0.199 2.586 0.007  9.946 3.059  31.177  3.370 1183.91  52.52 0.10361619
 5254812 1.174 0.050  6.570 0.092 2.870 0.005  5.306 1.205  21.970  1.472 1077.75  28.02 0.22611786
 4991425 1.631 0.398 15.655 1.704 2.301 0.016  2.119 1.563 120.309 26.632 2646.97 207.57 0.00730984
 4991732 1.788 0.091  7.543 0.129 2.933 0.006  1.712 0.357  28.366  2.389  985.82  32.13 0.47301952
 5167473 1.069 0.070 10.643 0.261 2.414 0.010  7.687 2.644  58.795  3.874 1446.34  38.10 0.11352783
 5257167 0.977 0.252 10.499 1.470 2.382 0.015 10.130 6.378  65.790 18.624 1341.78 147.95 0.12604758
 5168713 1.027 0.085  9.132 0.278 2.527 0.010  8.778 2.934  36.840  4.532 1270.45  69.00 0.13457741
 5168382 1.031 0.033  3.991 0.040 3.249 0.004  8.441 1.688   8.757  0.516  549.27  14.42 0.29375974
 6505025 1.246 0.072 10.974 0.239 2.451 0.011  5.218 1.393  57.068  3.594 1726.61  42.98 0.01193921
 6188269 2.395 0.204 11.073 0.384 2.727 0.010  0.754 0.272  64.584  9.242 1891.74  87.79 0.24727746
 6188215 2.029 0.070  7.890 0.126 2.952 0.011  0.915 0.159  40.350  1.566  823.99  17.42 0.92597445
 5858947 0.924 0.034  4.254 0.053 3.146 0.005 10.547 1.980  10.525  0.810  720.29  21.36 0.26630677
 6425301 1.063 0.086  7.806 0.209 2.678 0.011  9.929 3.126  24.867  2.382  969.63  36.86 0.13590262
 5858034 1.435 0.075 11.187 0.288 2.503 0.012  2.893 0.765  64.424  5.047 1744.71  52.47 0.14377881
 6346443 1.318 0.077 11.087 0.287 2.469 0.012  4.190 1.145  59.572  4.319 1051.77  28.38 0.24776184
 6104786 1.058 0.038  4.582 0.062 3.140 0.004  7.763 1.525  11.347  0.734  669.63  17.41 0.28168001
 6424157 1.265 0.071  6.570 0.152 2.907 0.005  4.904 1.224  20.524  1.909  913.96  32.21 0.23551679
 6423690 1.279 0.139 11.350 0.494 2.445 0.015  3.902 1.608  68.702  8.130 1328.88  57.98 0.26100353
 6103934 1.576 0.074  7.310 0.129 2.908 0.008  2.282 0.465  26.107  1.813  446.87  12.12 0.52214046
 6264398 1.061 0.090 10.655 0.285 2.408 0.012  9.128 3.417  54.331  4.109 1583.88  46.71 0.05858194
 6422994 2.078 0.280 12.644 0.914 2.569 0.012  1.098 0.297  88.721 17.495 2176.78 153.20 0.12393521
 6344499 0.871 0.145  9.762 0.609 2.394 0.016 12.863 5.773  57.835  6.311 1975.59  93.38 0.00484886
 6343222 1.166 0.060  7.156 0.115 2.793 0.005  7.716 1.427  21.136  1.134  952.16  21.24 0.14611754
 5940060 0.998 0.106  8.065 0.301 2.623 0.012 11.155 3.881  27.896  3.431  460.86  23.46 0.26127251
 6341990 1.078 0.048  5.424 0.089 3.002 0.005  9.625 2.359  13.302  1.084  893.24  26.75 0.13709832
 6263410 2.177 0.082  8.316 0.157 2.936 0.005  0.949 0.078  38.984  2.070 1076.57  23.25 0.93722990
 6262706 1.498 0.101  9.295 0.250 2.680 0.009  2.506 0.666  41.648  3.871 1146.04  39.51 0.36370927
 6181896 1.604 0.102  8.756 0.199 2.762 0.008  1.699 0.405  42.023  3.832 1290.46  44.13 0.55096086
 6101471 1.351 0.053  6.533 0.108 2.936 0.004  3.475 0.698  21.703  1.985 1064.78  33.63 0.28681565
 5854149 1.471 0.083 11.247 0.275 2.504 0.011  3.208 0.763  57.788  4.094 1825.24  49.41 0.00227790
 7014958 1.430 0.076  8.510 0.165 2.733 0.007  3.619 0.802  30.177  2.345 1308.10  38.79 0.20315967
 6929729 1.513 0.107  8.908 0.209 2.716 0.010  2.800 0.800  35.640  3.068 1213.86  36.48 0.29599699
 6587245 1.730 0.176 15.814 0.884 2.279 0.012  1.697 0.429 102.567 16.181  882.07  47.85 0.51886495
 6843557 1.468 0.103 10.261 0.254 2.583 0.009  3.228 0.860  42.177  3.868  984.77  33.85 0.28024644
 6843705 1.419 0.107 12.578 0.339 2.389 0.009  2.697 0.647  71.220  5.706 1279.68  38.51 0.33325398
 6928997 1.347 0.055  6.181 0.092 2.986 0.006  4.318 0.799  17.709  1.327  838.86  24.18 0.27098044
 7014894 2.076 0.163  9.630 0.257 2.784 0.011  1.260 0.221  50.453  5.177  505.88  19.25 0.92653638
 6929280 1.232 0.095 11.202 0.334 2.433 0.012  5.996 2.050  54.727  4.032 1374.36  39.23 0.10285037
 7098252 1.059 0.125 12.138 0.591 2.294 0.012  9.258 4.712  68.220  8.742 1932.66 100.37 0.00072017
 6502831 0.856 0.139  9.974 0.650 2.366 0.017 13.187 5.455  58.388  8.377 1521.11 100.45 0.08134155
 6756648 2.522 0.100 10.082 0.168 2.829 0.006  0.597 0.162  57.933  3.372  782.82  18.21 0.65448813
 6756579 2.115 0.239 13.356 0.890 2.513 0.015  0.849 0.182  94.520 20.089 1156.54  81.22 0.65422872
 6755907 1.029 0.077  9.067 0.252 2.534 0.009  9.873 2.560  33.809  2.902 1197.61  48.18 0.09479504
 6755830 1.547 0.049 11.274 0.158 2.525 0.005  2.704 0.370  57.614  3.903 1055.03  28.99 0.34597777
 6755373 1.330 0.104  9.411 0.258 2.613 0.010  4.065 1.512  38.426  4.385  710.42  30.01 0.38174189
 3323943 1.163 0.098 10.951 0.326 2.427 0.013  6.431 2.616  59.006  5.346 1550.41  53.05 0.10821642
 3217051 1.399 0.082 11.237 0.249 2.483 0.011  4.090 0.899  54.058  3.128 1276.53  29.04 0.17162586
 3216467 1.191 0.105 11.388 0.363 2.403 0.013  7.891 2.682  50.372  3.214 1139.97  28.41 0.09347688
 3096473 1.068 0.089  9.937 0.314 2.472 0.010  8.506 3.057  41.097  4.828 1416.79  71.31 0.08087195
 3526625 1.222 0.061 10.921 0.206 2.448 0.009  5.808 1.501  55.736  3.621 1354.15  35.25 0.11183956
 3526061 1.291 0.061  5.834 0.121 3.016 0.005  5.169 1.270  15.716  1.325  392.44  12.70 0.33727470
 3425675 1.112 0.087 10.789 0.329 2.418 0.012  7.497 2.901  56.817  4.898 1329.96  44.10 0.11169698
 3527032 1.313 0.106 10.241 0.286 2.534 0.010  3.578 1.105  47.946  4.748  908.61  33.48 0.35751688
 3425476 1.479 0.060 11.177 0.174 2.515 0.009  2.801 0.540  60.698  4.115 1615.05  44.08 0.22104628
 3098716 1.076 0.102 10.617 0.337 2.418 0.017  7.292 3.152  60.458  4.995 1886.81  59.54 0.01116373
 3098045 1.260 0.080 11.070 0.346 2.454 0.011  4.394 1.375  62.496  5.642 1778.79  60.31 0.03222960
 3527891 1.272 0.166 11.960 0.541 2.387 0.017  4.932 2.366  57.701  7.464  775.88  38.48 0.28554963
 3426898 1.090 0.056  7.612 0.159 2.715 0.007  6.649 1.591  27.981  2.255 1298.47  40.12 0.15170698
 3529597 2.083 0.181 11.583 0.378 2.623 0.016  1.255 0.347  67.267  7.304 1726.24  65.65 0.13550780
 3529276 1.510 0.100  9.370 0.236 2.673 0.009  2.273 0.645  43.524  3.981 1040.79  35.61 0.46335345
 3427850 1.164 0.102 12.097 0.394 2.342 0.011  5.900 2.524  70.807  6.711  579.48  20.65 0.35359915
 3529480 1.589 0.109 11.199 0.319 2.546 0.013  2.396 0.449  58.383  4.926  667.03  19.95 0.52382496
 3631092 1.568 0.089  5.224 0.101 3.197 0.007  2.114 0.457  15.495  1.104  928.74  25.63 0.49525947
 3631402 1.675 0.065 10.915 0.167 2.589 0.007  2.002 0.235  57.239  2.852 1626.47  36.04 0.33618311
 3326790 0.988 0.156 11.084 0.657 2.336 0.023 12.501 5.301  54.061  8.833 1111.32  73.91 0.10026795
 3530520 1.394 0.188 11.500 0.554 2.461 0.016  4.387 2.172  49.330  6.287 1601.60  75.89 0.03782408
 3429738 1.075 0.064  8.075 0.169 2.655 0.007  8.408 2.493  28.394  2.020  535.32  15.54 0.26842075
 3530823 1.593 0.065 11.058 0.199 2.558 0.007  2.098 0.285  61.904  3.526 1704.74  39.81 0.32576211
 3531478 1.346 0.047  4.326 0.057 3.296 0.006  3.524 0.723  10.475  0.752  704.81  18.66 0.43599831
 3532113 1.232 0.075  9.539 0.219 2.567 0.007  5.081 1.358  39.200  3.089 1378.61  42.33 0.16246527
 3222670 1.311 0.173 11.454 0.612 2.447 0.020  4.004 2.234  68.882  8.928  895.88  42.46 0.33443436
 3222220 1.131 0.098 11.426 0.436 2.376 0.010  7.966 3.248  57.066  7.712 1256.58  61.23 0.09484014
 3633057 1.342 0.093  9.477 0.244 2.614 0.008  3.186 0.922  42.927  3.451 1208.27  37.29 0.29771905
 3633152 1.023 0.121 10.220 0.432 2.426 0.014 10.503 4.055  41.694  6.421  925.21  63.36 0.15586773
 3432732 2.603 0.072 10.505 0.124 2.809 0.005  0.550 0.102  59.492  3.820 1042.86  26.78 0.59546613
 3634720 1.923 0.289 13.082 0.672 2.472 0.018  1.405 0.462  83.957 10.365  799.89  35.52 0.69134270
 3736477 0.992 0.130 10.468 0.566 2.392 0.018 10.303 5.236  56.951  6.279 1694.15  75.63 0.02677338
 3736401 1.129 0.075 10.815 0.263 2.423 0.011  7.529 2.400  54.190  3.602 1712.22  44.74 0.00445931
 2422635 1.341 0.076  6.445 0.130 2.948 0.008  3.743 1.177  20.577  1.885 1179.47  40.52 0.23483495
 2140446 1.303 0.089  8.856 0.255 2.658 0.008  5.198 1.617  30.455  2.745 1192.43  40.04 0.15896825
 2283075 1.385 0.082  8.300 0.144 2.740 0.007  3.912 1.068  29.661  2.330  817.14  24.36 0.28380298
 2831788 1.283 0.052  9.032 0.163 2.634 0.004  5.002 1.233  33.865  2.737  569.47  17.20 0.35621251
 2693261 1.328 0.230 11.651 0.661 2.430 0.024  5.184 2.880  59.440  8.542  796.97  41.16 0.27525909
 2832426 1.459 0.091 10.261 0.237 2.581 0.006  2.716 0.600  47.472  3.323 1589.34  44.59 0.26438485
 2554924 1.332 0.100 11.516 0.323 2.445 0.010  4.783 1.576  55.096  3.726 1567.32  42.05 0.11508755
 2423824 1.878 0.276 16.780 0.750 2.259 0.012  1.299 0.366 141.638 15.674 1917.74  75.36 0.12850811
 2142095 1.253 0.209 11.925 0.703 2.390 0.024  4.847 3.379  73.934 10.737 1687.41  90.14 0.15498513
 2141928 1.197 0.070 10.948 0.255 2.438 0.011  6.598 1.736  53.421  3.103  987.32  22.82 0.17310109
 2695267 1.014 0.143 10.588 0.604 2.388 0.022 10.435 5.228  55.763  6.903  600.86  29.58 0.26087844
 2424934 1.287 0.106 11.445 0.409 2.435 0.011  4.283 1.552  63.632  7.605  926.06  40.40 0.27916768
 2285898 0.895 0.133 10.639 0.623 2.333 0.013 14.298 5.413  55.675  7.618 1106.19  70.38 0.07211999
 2424822 1.609 0.088  7.573 0.147 2.887 0.006  2.073 0.474  28.293  2.397 1109.27  35.36 0.42234499
 3101090 1.162 0.096 11.190 0.378 2.410 0.013  6.517 2.703  58.192  4.882 1361.54  43.56 0.10862178
 2696732 1.217 0.054  6.725 0.118 2.869 0.005  4.980 1.157  21.997  1.705  935.37  26.27 0.24583442
 2836038 1.384 0.067 11.224 0.215 2.477 0.008  4.303 0.816  53.520  2.341 1275.44  23.72 0.16397469
 2973894 0.948 0.202 10.602 1.090 2.357 0.016 10.992 5.882  62.310 14.700 1535.61 146.63 0.10476740
 2697501 1.901 0.297 11.349 0.532 2.611 0.018  1.592 0.532  61.776  7.909 1921.37  89.54 0.05621618
 4249357 1.170 0.091  9.110 0.240 2.585 0.010  6.622 2.451  35.045  3.648 1260.42  50.73 0.13184043
 4249128 1.540 0.057 11.171 0.162 2.529 0.007  2.753 0.374  57.129  3.277 1566.85  39.52 0.22508908
 3942203 1.248 0.051 10.923 0.144 2.457 0.007  5.010 0.950  57.601  2.329 1115.88  21.32 0.19012924
 3838180 1.364 0.083  8.857 0.191 2.679 0.008  3.801 0.965  34.467  3.184 1280.28  43.37 0.20107208
 3940854 1.492 0.088  9.489 0.193 2.657 0.006  3.228 0.810  35.418  2.861 1446.82  44.11 0.18574881
 3838075 1.315 0.083 11.142 0.282 2.465 0.010  4.687 1.259  55.668  3.606 1775.83  44.69 0.00459210
 4143460 1.548 0.167 11.641 0.375 2.506 0.011  2.291 0.629  67.674  6.068 1505.95  53.51 0.33198505
 3733028 1.504 0.066  5.349 0.084 3.162 0.006  2.590 0.574  15.227  1.413  875.62  29.21 0.44997897
 3631821 1.827 0.090 10.279 0.170 2.677 0.007  1.506 0.213  57.935  4.433  787.54  23.13 0.59030315
 4350501 1.455 0.061  5.928 0.093 3.053 0.006  2.972 0.644  17.948  1.462  815.47  24.80 0.40963556
 4141815 1.579 0.085 11.220 0.258 2.546 0.010  2.196 0.435  62.245  5.363  990.95  32.68 0.45048844
 3835996 1.137 0.081  9.171 0.255 2.568 0.010  6.079 2.215  37.973  3.815 1203.76  45.78 0.17226784
 4140726 1.641 0.101 10.481 0.221 2.613 0.007  2.101 0.410  48.137  4.038 1357.19  43.03 0.35697906
 3938291 1.534 0.053  6.778 0.085 2.962 0.004  2.251 0.357  24.140  1.580  618.83  15.36 0.57575214
 4039306 1.202 0.075 10.900 0.237 2.443 0.012  5.817 1.607  57.449  4.083 1446.91  38.99 0.12773053
 4244973 2.512 0.343 12.706 0.542 2.635 0.012  0.846 0.394  79.854 13.839  991.17  59.50 0.77610008
 4139914 1.282 0.064 10.993 0.208 2.464 0.010  4.605 1.114  59.543  4.021  792.89  21.48 0.31250051
 4139784 1.461 0.083 10.250 0.230 2.579 0.008  3.294 0.862  43.015  3.797 1077.48  36.35 0.26003113
 4040211 1.367 0.086 10.945 0.235 2.493 0.007  3.122 0.933  54.342  4.656 1364.48  44.47 0.25105573
 4243796 1.356 0.046 11.032 0.124 2.483 0.006  4.201 0.644  55.443  1.784  990.66  16.72 0.23270139
 4243803 2.433 0.584 22.810 2.116 2.093 0.036  1.007 0.735 214.056 43.329 1574.21 112.28 0.45526663
 4346893 1.236 0.099 11.371 0.349 2.420 0.012  6.576 2.367  52.170  3.588  717.32  20.00 0.20991668
 4346319 1.914 0.135 11.742 0.301 2.576 0.007  1.499 0.317  65.638  5.197 1440.05  43.32 0.56719995
 3833819 1.237 0.051  5.198 0.080 3.098 0.006  5.113 1.370  13.884  1.163  881.58  27.19 0.24267167
 3833399 1.404 0.095 11.443 0.292 2.470 0.009  3.742 1.100  57.890  4.579  516.77  16.41 0.38433584
 3729799 1.273 0.090 10.799 0.301 2.477 0.008  3.864 1.155  53.152  4.927 1616.44  56.81 0.19158761
 4445711 1.349 0.049 11.039 0.176 2.484 0.008  3.294 0.657  64.306  3.845 1069.85  25.74 0.34245389
 4241369 1.888 0.093 10.169 0.196 2.702 0.006  1.398 0.142  57.072  4.843  904.93  28.02 0.70089149
 4345370 0.967 0.124  9.980 0.443 2.424 0.014  8.232 3.017  50.275  8.635 1379.36 107.45 0.15483888
 4445549 1.017 0.036  4.118 0.051 3.215 0.004  8.541 1.623   9.483  0.757  790.07  24.11 0.22090396
 3934458 1.346 0.068 11.112 0.240 2.478 0.009  3.799 0.971  59.997  3.934  926.97  23.10 0.30766535
 4136374 1.814 0.134 11.015 0.281 2.619 0.011  1.506 0.411  61.987  6.287 1108.02  41.75 0.54665648
 4036300 1.397 0.069 11.147 0.265 2.493 0.011  3.396 0.754  60.728  3.891 1317.33  34.12 0.19720511
 4036007 1.433 0.073 11.230 0.347 2.501 0.008  2.499 0.537  68.792  6.368 1484.47  51.07 0.32369512
 5084662 1.559 0.083 11.205 0.238 2.537 0.009  2.005 0.354  69.434  4.862 1652.67  45.55 0.41651682
 5172229 1.295 0.070 10.446 0.213 2.513 0.007  3.890 1.047  49.576  4.540  645.41  22.15 0.45508958
 4640537 1.258 0.083 11.203 0.292 2.441 0.010  5.688 1.657  54.128  4.214 1413.56  43.65 0.10231757
 4640930 1.410 0.089  5.185 0.112 3.157 0.008  3.036 0.613  14.673  0.964  818.57  21.31 0.40744638
 5083936 1.247 0.103 11.064 0.431 2.452 0.014  4.183 1.434  66.550  7.436 1022.29  41.45 0.28871023
 4995788 1.062 0.032  4.664 0.056 3.127 0.004 10.736 1.665   9.630  0.597  643.58  17.17 0.17130707
 4818830 1.561 0.070 11.026 0.159 2.550 0.007  2.104 0.244  65.401  4.137 1956.10  51.09 0.06001151
 4818312 1.135 0.066  9.309 0.213 2.556 0.008  5.762 1.491  40.267  2.997 1374.28  41.29 0.16464892
 4446405 1.477 0.089  9.193 0.218 2.683 0.007  2.595 0.572  39.724  2.866 1382.05  37.96 0.32060914
 1864855 1.325 0.081  5.975 0.124 3.007 0.009  3.806 1.008  18.411  1.731  842.05  29.41 0.32166334
 2013502 1.972 0.184 10.396 0.331 2.698 0.012  1.400 0.313  56.775  7.060 1613.16  73.13 0.52501135
 2444348 1.740 0.131 14.115 0.388 2.380 0.009  1.805 0.505  78.546  8.166  973.11  37.40 0.45767927
 2303367 1.236 0.098 11.080 0.324 2.442 0.013  5.977 1.800  53.580  3.628  754.22  21.39 0.22621266
 2305930 0.928 0.157 10.502 0.776 2.353 0.018 12.241 5.433  56.771  9.283 1031.96  70.32 0.14441202
 2018392 1.364 0.116 11.724 0.372 2.433 0.011  3.468 1.265  59.427  5.620 1512.14  53.24 0.18977873
 2307683 1.354 0.106 10.763 0.285 2.505 0.011  3.277 1.052  52.988  5.818 1376.86  56.12 0.26365686
 1726211 1.407 0.196 12.500 0.637 2.403 0.013  2.712 1.514  85.062 10.896 1307.58  61.84 0.32695882
 2448225 1.439 0.224 11.927 0.588 2.459 0.020  3.804 1.726  60.915  8.393 1034.57  51.61 0.23289963
 2579661 1.409 0.045  5.841 0.072 3.055 0.003  3.017 0.366  18.159  0.896 1075.84  22.71 0.32185923
 2449703 1.114 0.099 10.891 0.340 2.410 0.013  8.868 3.296  52.041  3.502 1250.76  33.90 0.07965795
 2996112 1.115 0.116 11.035 0.459 2.400 0.014  8.666 4.515  55.225  5.802 1419.93  56.07 0.07911549
 1864183 1.229 0.070  8.812 0.194 2.631 0.006  6.443 1.851  31.842  2.828  970.74  30.95 0.17340748
 1572175 1.580 0.076  9.826 0.170 2.652 0.006  2.110 0.434  44.395  3.826 1410.15  46.37 0.37644195
 1433730 1.729 0.127 12.153 0.370 2.507 0.010  1.612 0.362  66.572  6.385 1080.55  38.69 0.51524240
 1576469 2.305 0.132  9.219 0.179 2.874 0.005  0.847 0.173  48.588  2.508  810.33  17.90 0.83909954
